name,gender,ratio,females,males,total
Shacola,F,100,71,0,71
Shadell,F,93,66,5,71
Shahiem,M,100,0,71,71
Shaman,M,100,0,71,71
Shareta,F,100,71,0,71
Sharlisa,F,100,71,0,71
Shatasia,F,100,71,0,71
Shaunae,F,100,71,0,71
Sheelah,F,100,71,0,71
Sheniah,F,100,71,0,71
Shonteria,F,100,71,0,71
Sreenidhi,F,100,71,0,71
Sricharan,M,100,0,71,71
Sufian,M,100,0,71,71
Syona,F,100,71,0,71
Tacoya,F,100,71,0,71
Tashai,F,100,71,0,71
Tawfiq,M,100,0,71,71
Tiane,F,100,71,0,71
Tochi,F,77,55,16,71
Tonilynn,F,100,71,0,71
Trajon,M,100,0,71,71
Trase,M,100,0,71,71
Treniya,F,100,71,0,71
Treyana,F,100,71,0,71
Twilia,F,100,71,0,71
Tymeshia,F,100,71,0,71
Tyniya,F,100,71,0,71
Tyrihanna,F,100,71,0,71
Tyse,M,100,0,71,71
Wilkin,M,100,0,71,71
Xiao,F,92,65,6,71
Yahmir,M,100,0,71,71
Yannely,F,100,71,0,71
Yazlynn,F,100,71,0,71
Yazmen,F,100,71,0,71
Zackerie,M,100,0,71,71
Zafar,M,100,0,71,71
Zaharah,F,100,71,0,71
Zahniya,F,100,71,0,71
Zailen,M,100,0,71,71
Zakhari,M,93,5,66,71
Zanobia,F,100,71,0,71
Zarayah,F,100,71,0,71
Abbygael,F,100,70,0,70
Abeeha,F,100,70,0,70
Acsa,F,100,70,0,70
Adonus,M,100,0,70,70
Adorian,M,100,0,70,70
Aleera,F,100,70,0,70
Ameet,M,100,0,70,70
Angelissa,F,100,70,0,70
Anira,F,100,70,0,70
Annaleigha,F,100,70,0,70
Antaeus,M,100,0,70,70
Antinette,F,100,70,0,70
Antwian,M,100,0,70,70
Aprel,F,100,70,0,70
Asyria,F,100,70,0,70
Athanasius,M,100,0,70,70
Aviela,F,100,70,0,70
Azell,M,100,0,70,70
Azzie,F,100,70,0,70
Berdie,F,100,70,0,70
Biruk,M,100,0,70,70
Branigan,F,56,39,31,70
Brei,F,100,70,0,70
Brezlyn,F,100,70,0,70
Brinsley,F,100,70,0,70
Brolin,M,100,0,70,70
Brondon,M,100,0,70,70
Brysyn,M,100,0,70,70
Caralina,F,100,70,0,70
Carianna,F,100,70,0,70
Carlyne,F,100,70,0,70
Chalet,F,100,70,0,70
Chaunice,F,100,70,0,70
Chellsie,F,100,70,0,70
Cia,F,100,70,0,70
Corleen,F,100,70,0,70
Cylan,M,100,0,70,70
Daegon,M,100,0,70,70
Dalasia,F,100,70,0,70
Dalbert,M,100,0,70,70
Damico,M,100,0,70,70
Danija,F,100,70,0,70
Darald,M,100,0,70,70
Dashell,F,67,47,23,70
Dejae,F,100,70,0,70
Dekisha,F,100,70,0,70
Delron,M,100,0,70,70
Desirai,F,100,70,0,70
Dilana,F,100,70,0,70
Dilpreet,M,54,32,38,70
Dmetrius,M,100,0,70,70
Dnya,F,100,70,0,70
Dontavian,M,100,0,70,70
Drayce,M,100,0,70,70
Dwayna,F,100,70,0,70
Dyneisha,F,100,70,0,70
Eain,M,100,0,70,70
Edynn,F,100,70,0,70
Emileo,M,100,0,70,70
Emmalou,F,100,70,0,70
Enyah,F,100,70,0,70
Errik,M,100,0,70,70
Ezequias,M,100,0,70,70
Fadia,F,100,70,0,70
Fawnda,F,100,70,0,70
Finnbar,M,100,0,70,70
Finneus,M,100,0,70,70
Gahel,M,100,0,70,70
Gamble,M,93,5,65,70
Georjean,F,100,70,0,70
Giovoni,M,100,0,70,70
Glendi,F,100,70,0,70
Graylen,M,100,0,70,70
Grisela,F,100,70,0,70
Haim,M,100,0,70,70
Haleemah,F,100,70,0,70
Harutyun,M,100,0,70,70
Havah,F,100,70,0,70
Icholas,M,100,0,70,70
Iolani,F,100,70,0,70
Iylah,F,100,70,0,70
Jahzier,M,100,0,70,70
Jailani,F,100,70,0,70
Jaimarie,F,100,70,0,70
Jaimere,M,100,0,70,70
Jaleil,M,100,0,70,70
Jaquia,F,100,70,0,70
Jarman,M,100,0,70,70
Jaselynn,F,100,70,0,70
Jaxan,M,100,0,70,70
Jaysiah,M,100,0,70,70
Jayten,M,100,0,70,70
Jeannelle,F,100,70,0,70
Jermall,M,100,0,70,70
Jimma,F,100,70,0,70
Jimmye,F,90,63,7,70
Jimya,F,100,70,0,70
Jonmarc,M,100,0,70,70
Joseeduardo,M,100,0,70,70
Jozalynn,F,100,70,0,70
Judiann,F,100,70,0,70
Kahlin,M,84,11,59,70
Kahliya,F,100,70,0,70
Kailany,F,100,70,0,70
Kalden,M,100,0,70,70
Kaleea,F,100,70,0,70
Kaleeah,F,100,70,0,70
Kamica,F,100,70,0,70
Kassadee,F,100,70,0,70
Kasumi,F,100,70,0,70
Kavina,F,100,70,0,70
Keldan,M,100,0,70,70
Kenlei,F,100,70,0,70
Kennedey,F,100,70,0,70
Kensly,F,93,65,5,70
Keora,F,100,70,0,70
Kimberlye,F,100,70,0,70
Kinzlie,F,100,70,0,70
Kizzi,F,100,70,0,70
Lada,F,100,70,0,70
Ladamien,M,100,0,70,70
Lakshya,M,57,30,40,70
Laquashia,F,100,70,0,70
Laterrian,M,93,5,65,70
Laurabeth,F,100,70,0,70
Lauranne,F,100,70,0,70
Ledon,M,100,0,70,70
Lety,F,100,70,0,70
Leydy,F,100,70,0,70
Liley,F,100,70,0,70
Lindsea,F,100,70,0,70
Lizvette,F,100,70,0,70
Lonnel,M,100,0,70,70
Lucilia,F,100,70,0,70
Makailee,F,100,70,0,70
Makailey,F,100,70,0,70
Manessa,F,100,70,0,70
Manly,M,100,0,70,70
Marirose,F,100,70,0,70
Marlicia,F,100,70,0,70
Marvena,F,100,70,0,70
Mattthew,M,100,0,70,70
Mayara,F,100,70,0,70
Melayah,F,100,70,0,70
Michaelina,F,100,70,0,70
Milanni,F,100,70,0,70
Miroslav,M,100,0,70,70
Mj,M,100,0,70,70
Muzamil,M,100,0,70,70
Nahiem,M,100,0,70,70
Naithen,M,100,0,70,70
Nalla,F,100,70,0,70
Nancylee,F,100,70,0,70
Nanda,F,93,65,5,70
Neithan,M,100,0,70,70
Numa,F,79,55,15,70
Nyan,M,100,0,70,70
Nyazia,F,100,70,0,70
Oliveah,F,100,70,0,70
Othel,M,100,0,70,70
Oveta,F,100,70,0,70
Patricie,F,100,70,0,70
Pesach,M,100,0,70,70
Quenesha,F,100,70,0,70
Raenette,F,100,70,0,70
Rayquon,M,100,0,70,70
Remmie,F,100,70,0,70
Rhaya,F,100,70,0,70
Rhayne,F,100,70,0,70
Rishith,M,100,0,70,70
Rodrecus,M,100,0,70,70
Rogenia,F,100,70,0,70
Rosalene,F,100,70,0,70
Rozelle,F,69,48,22,70
Ruxin,M,100,0,70,70
Saphyra,F,100,70,0,70
Saquoia,F,100,70,0,70
Savahanna,F,100,70,0,70
Shabreka,F,100,70,0,70
Shamarcus,M,100,0,70,70
Shariece,F,100,70,0,70
Shauniece,F,100,70,0,70
Shawntrice,F,100,70,0,70
Shu,M,74,18,52,70
Shyleigh,F,100,70,0,70
Skyleen,F,100,70,0,70
Sontee,F,100,70,0,70
Staceyann,F,100,70,0,70
Sundance,M,93,5,65,70
Swade,M,100,0,70,70
Tache,F,100,70,0,70
Taeden,M,100,0,70,70
Tanyika,F,100,70,0,70
Tanylah,F,100,70,0,70
Tenzing,M,77,16,54,70
Teriah,F,100,70,0,70
Toddy,M,100,0,70,70
Trevione,M,100,0,70,70
Trypp,M,100,0,70,70
Tyshell,F,100,70,0,70
Vipul,M,100,0,70,70
Wang,M,100,0,70,70
Yarrow,F,77,54,16,70
Zai,M,79,15,55,70
Zakariyah,M,73,19,51,70
Zameria,F,100,70,0,70
Zannie,M,86,10,60,70
Zarielle,F,100,70,0,70
Zaydrian,M,100,0,70,70
Zell,M,76,17,53,70
Zo,F,86,60,10,70
Zonya,F,100,70,0,70
Accalia,F,100,69,0,69
Acea,M,93,5,64,69
Adahlia,F,100,69,0,69
Adeliz,F,100,69,0,69
Adysson,F,100,69,0,69
Akaiya,F,100,69,0,69
Alaney,F,100,69,0,69
Aldean,F,54,37,32,69
Amandajo,F,100,69,0,69
Amiree,F,100,69,0,69
Analys,F,100,69,0,69
Anatole,M,100,0,69,69
Annibelle,F,100,69,0,69
Antanasia,F,100,69,0,69
Antanette,F,100,69,0,69
Araf,M,100,0,69,69
Armelia,F,100,69,0,69
Ashea,F,100,69,0,69
Ashelynn,F,100,69,0,69
Astou,F,100,69,0,69
Aybree,F,100,69,0,69
Azarius,M,100,0,69,69
Azyriah,F,100,69,0,69
Bellamia,F,100,69,0,69
Branae,F,100,69,0,69
Braylea,F,100,69,0,69
Briannia,F,100,69,0,69
Brittay,F,100,69,0,69
Brittinie,F,100,69,0,69
Broedy,M,100,0,69,69
Brooksie,F,100,69,0,69
Buren,M,100,0,69,69
Burleigh,M,100,0,69,69
Burlin,M,100,0,69,69
Caedin,M,100,0,69,69
Caprina,F,100,69,0,69
Carisha,F,100,69,0,69
Castin,M,100,0,69,69
Cedrica,F,100,69,0,69
Chamille,F,100,69,0,69
Chanese,F,100,69,0,69
Charika,F,100,69,0,69
Cheryllynn,F,100,69,0,69
Chevez,M,100,0,69,69
Clarissia,F,100,69,0,69
Clide,M,100,0,69,69
Cobain,M,100,0,69,69
Courney,F,100,69,0,69
Curlie,F,57,39,30,69
Curtina,F,100,69,0,69
Dajanee,F,100,69,0,69
Dakodah,M,59,28,41,69
Daliya,F,100,69,0,69
Dam,M,100,0,69,69
Danyael,M,100,0,69,69
Darril,M,100,0,69,69
Datrell,M,100,0,69,69
Daylah,F,100,69,0,69
Dayn,M,100,0,69,69
Dayyan,M,100,0,69,69
Dayzee,F,100,69,0,69
Demontrae,M,100,0,69,69
Denyla,F,100,69,0,69
Deserai,F,100,69,0,69
Devaeh,F,100,69,0,69
Devetta,F,100,69,0,69
Devun,M,100,0,69,69
Deyci,F,100,69,0,69
Deyvi,M,100,0,69,69
Dezyrae,F,100,69,0,69
Dlisa,F,100,69,0,69
Donnalynn,F,100,69,0,69
Doyne,M,100,0,69,69
Eljay,M,100,0,69,69
Elliona,F,100,69,0,69
Endiya,F,100,69,0,69
Eriyonna,F,100,69,0,69
Essam,M,100,0,69,69
Estelita,F,100,69,0,69
Exavior,M,100,0,69,69
Fareedah,F,100,69,0,69
Fatin,F,86,59,10,69
Foday,M,100,0,69,69
Gardiner,M,100,0,69,69
Gracilyn,F,100,69,0,69
Hridhaan,M,100,0,69,69
Ibis,F,83,57,12,69
Ikeisha,F,100,69,0,69
Ileigh,F,100,69,0,69
Inette,F,100,69,0,69
Iori,M,100,0,69,69
Iridessa,F,100,69,0,69
Jaben,M,100,0,69,69
Jackqulyn,F,100,69,0,69
Jaeline,F,100,69,0,69
Jalacia,F,100,69,0,69
Jalayiah,F,100,69,0,69
Jamaia,F,100,69,0,69
Jamayia,F,100,69,0,69
Janijah,F,100,69,0,69
Jarielys,F,100,69,0,69
Jaydalee,F,100,69,0,69
Jenille,F,100,69,0,69
Jong,M,100,0,69,69
Jonnell,F,84,58,11,69
Jovontae,M,100,0,69,69
Jurrell,M,100,0,69,69
Kabeer,M,100,0,69,69
Katelind,F,100,69,0,69
Katheline,F,100,69,0,69
Katrianna,F,100,69,0,69
Kavontae,M,100,0,69,69
Keeanna,F,100,69,0,69
Kerstie,F,100,69,0,69
Keymarion,M,100,0,69,69
Khambrel,M,100,0,69,69
Kimbria,F,100,69,0,69
Kirti,F,100,69,0,69
Kortne,F,100,69,0,69
Kweku,M,100,0,69,69
Kyleigha,F,100,69,0,69
Kyrianna,F,100,69,0,69
Laekyn,F,100,69,0,69
Lajuanna,F,100,69,0,69
Laquenta,F,100,69,0,69
Lataria,F,100,69,0,69
Layn,M,100,0,69,69
Leahann,F,100,69,0,69
Leelynd,M,100,0,69,69
Lelon,M,100,0,69,69
Lexx,M,100,0,69,69
Lexys,F,100,69,0,69
Lillyn,F,100,69,0,69
Linet,F,100,69,0,69
Lonald,M,100,0,69,69
Loukisha,F,100,69,0,69
Loveah,F,100,69,0,69
Lujuana,F,100,69,0,69
Lygia,F,100,69,0,69
Lyllie,F,100,69,0,69
Macalister,M,100,0,69,69
Mackinzee,F,100,69,0,69
Maguadalupe,F,100,69,0,69
Mahoganie,F,100,69,0,69
Maicey,F,100,69,0,69
Malavika,F,100,69,0,69
Malvika,F,100,69,0,69
Manali,F,100,69,0,69
Marcellas,M,100,0,69,69
Matther,M,100,0,69,69
Mechille,F,100,69,0,69
Mehtab,M,100,0,69,69
Mourad,M,100,0,69,69
Nalina,F,100,69,0,69
Nateisha,F,100,69,0,69
Neshawn,M,86,10,59,69
Nisaiah,M,100,0,69,69
Norberta,F,100,69,0,69
Patryck,M,100,0,69,69
Paycen,F,61,42,27,69
Phillipa,F,100,69,0,69
Psalms,F,78,54,15,69
Quientin,M,100,0,69,69
Quindarrius,M,100,0,69,69
Rahmah,F,100,69,0,69
Ramonte,M,100,0,69,69
Ravina,F,100,69,0,69
Requan,M,100,0,69,69
Rigley,M,83,12,57,69
Rilynne,F,100,69,0,69
Rodnisha,F,100,69,0,69
Ronne,M,55,31,38,69
Roshini,F,100,69,0,69
Royann,F,100,69,0,69
Safiyya,F,100,69,0,69
Sandrina,F,100,69,0,69
Sapir,F,100,69,0,69
Shakaria,F,100,69,0,69
Shantanu,M,100,0,69,69
Sharnika,F,100,69,0,69
Sherrine,F,100,69,0,69
Sherryll,F,100,69,0,69
Simren,F,100,69,0,69
Skila,F,100,69,0,69
Skyley,F,100,69,0,69
Skylinn,F,100,69,0,69
Soniyah,F,100,69,0,69
Stefannie,F,100,69,0,69
Stevana,F,100,69,0,69
Sukhraj,M,100,0,69,69
Tadarrius,M,100,0,69,69
Taleeyah,F,100,69,0,69
Tamanika,F,100,69,0,69
Tasmine,F,100,69,0,69
Tehillah,F,100,69,0,69
Teiana,F,100,69,0,69
Teliah,F,100,69,0,69
Terianne,F,100,69,0,69
Tessi,F,100,69,0,69
Theone,F,93,64,5,69
Ti,M,83,12,57,69
Tijana,F,100,69,0,69
Treyvonne,M,100,0,69,69
Tyme,F,71,49,20,69
Tynleigh,F,100,69,0,69
Valla,F,100,69,0,69
Vasilia,F,100,69,0,69
Wataru,M,100,0,69,69
Xiamara,F,100,69,0,69
Yailen,F,100,69,0,69
Yisell,F,100,69,0,69
Zaakirah,F,100,69,0,69
Zalea,F,100,69,0,69
Zeidy,F,100,69,0,69
Znya,F,100,69,0,69
Zyen,M,100,0,69,69
Aarini,F,100,68,0,68
Aava,F,100,68,0,68
Abass,M,100,0,68,68
Aisea,M,100,0,68,68
Aison,M,100,0,68,68
Aivan,M,93,5,63,68
Alayzha,F,100,68,0,68
Aleshka,F,100,68,0,68
Alexanderjames,M,100,0,68,68
Ameliyah,F,100,68,0,68
Anabelen,F,100,68,0,68
Arlissa,F,100,68,0,68
Arminta,F,100,68,0,68
Armiyah,F,100,68,0,68
Arriyah,F,100,68,0,68
Arryn,F,93,63,5,68
Artha,F,78,53,15,68
Ashiah,F,100,68,0,68
Autumnrose,F,100,68,0,68
Azeez,M,100,0,68,68
Bhavika,F,100,68,0,68
Blanka,F,100,68,0,68
Bonnetta,F,100,68,0,68
Bradshaw,M,100,0,68,68
Brailon,M,100,0,68,68
Brelan,M,100,0,68,68
Caterine,F,100,68,0,68
Chantille,F,100,68,0,68
Chestina,F,100,68,0,68
Chidiebere,M,100,0,68,68
Chistine,F,100,68,0,68
Christyann,F,100,68,0,68
Claudean,F,100,68,0,68
Clayburn,M,100,0,68,68
Coleston,M,100,0,68,68
Crewe,M,100,0,68,68
Dayanis,F,100,68,0,68
Deanza,F,100,68,0,68
Dearra,F,100,68,0,68
Delyn,F,84,57,11,68
Demeisha,F,100,68,0,68
Deshundra,F,100,68,0,68
Dezirea,F,100,68,0,68
Diella,F,100,68,0,68
Dimonique,F,100,68,0,68
Dmani,M,72,19,49,68
Dominyck,M,100,0,68,68
Dyshaun,M,100,0,68,68
Elanah,F,100,68,0,68
Emelee,F,100,68,0,68
Eswin,M,100,0,68,68
Euel,M,100,0,68,68
Eugen,M,100,0,68,68
Feleica,F,100,68,0,68
Fiana,F,100,68,0,68
Gabbi,F,100,68,0,68
Geza,M,100,0,68,68
Habeeb,M,100,0,68,68
Hakeen,M,100,0,68,68
Hanz,M,100,0,68,68
Harvy,M,100,0,68,68
Hassie,F,100,68,0,68
Havier,M,100,0,68,68
Hawraa,F,100,68,0,68
Hesper,F,100,68,0,68
Heylee,F,100,68,0,68
Hye,F,100,68,0,68
Ilze,F,100,68,0,68
Jacquelinne,F,100,68,0,68
Jaeven,M,100,0,68,68
Jamiaya,F,100,68,0,68
Jamiyla,F,100,68,0,68
Janmarie,F,100,68,0,68
Jarriel,M,100,0,68,68
Javanni,M,100,0,68,68
Jaysie,F,100,68,0,68
Jenness,F,100,68,0,68
Jericca,F,100,68,0,68
Jermario,M,100,0,68,68
Jerol,M,100,0,68,68
Jerrian,M,100,0,68,68
Jevaeh,F,100,68,0,68
Jevaun,M,100,0,68,68
Jewelene,F,100,68,0,68
Jihaad,M,100,0,68,68
Jomel,M,100,0,68,68
Joniece,F,100,68,0,68
Juni,F,75,51,17,68
Kailoni,F,100,68,0,68
Kamill,F,100,68,0,68
Kamla,F,100,68,0,68
Kaydense,F,100,68,0,68
Kayleanna,F,100,68,0,68
Kealoha,F,53,36,32,68
Kearie,F,100,68,0,68
Keeshia,F,100,68,0,68
Kekai,M,100,0,68,68
Kelynn,F,69,47,21,68
Kenecia,F,100,68,0,68
Kenitha,F,100,68,0,68
Kerston,F,100,68,0,68
Keyen,M,100,0,68,68
Keyia,F,100,68,0,68
Kharee,M,100,0,68,68
Kirstein,F,100,68,0,68
Kissa,F,100,68,0,68
Konya,F,91,62,6,68
Kristapher,M,100,0,68,68
Kristyanna,F,100,68,0,68
Kymorah,F,100,68,0,68
Lanaysia,F,100,68,0,68
Laquitha,F,100,68,0,68
Latamara,F,100,68,0,68
Laurielle,F,100,68,0,68
Layli,F,100,68,0,68
Ledonna,F,100,68,0,68
Leinaala,F,100,68,0,68
Lerae,F,100,68,0,68
Lillyen,F,100,68,0,68
Lindberg,M,100,0,68,68
Lohgan,F,53,36,32,68
Lydiana,F,100,68,0,68
Mabelle,F,100,68,0,68
Mahamud,M,100,0,68,68
Marieelena,F,100,68,0,68
Marton,M,100,0,68,68
Maryem,F,100,68,0,68
Matthe,M,100,0,68,68
Melanni,F,100,68,0,68
Millee,F,100,68,0,68
Mory,M,100,0,68,68
Mry,F,100,68,0,68
Nabilah,F,100,68,0,68
Naiomy,F,100,68,0,68
Nasrin,F,100,68,0,68
Naturi,F,100,68,0,68
Naviyah,F,100,68,0,68
Nikaela,F,100,68,0,68
Obdulio,M,100,0,68,68
Octivia,F,100,68,0,68
Olander,M,100,0,68,68
Olene,F,100,68,0,68
Onyekachi,M,84,11,57,68
Orazio,M,100,0,68,68
Orlander,M,100,0,68,68
Philo,M,100,0,68,68
Philopateer,M,100,0,68,68
Pookela,M,100,0,68,68
Previn,M,100,0,68,68
Pricsilla,F,100,68,0,68
Quamesha,F,100,68,0,68
Quina,F,100,68,0,68
Raekwan,M,100,0,68,68
Rajanee,F,100,68,0,68
Ramisa,F,100,68,0,68
Rasheida,F,100,68,0,68
Ratha,M,74,18,50,68
Rayhaan,M,100,0,68,68
Raymel,M,100,0,68,68
Redina,F,100,68,0,68
Regana,F,100,68,0,68
Roda,F,100,68,0,68
Roquel,F,100,68,0,68
Ruffus,M,100,0,68,68
Ruvi,F,100,68,0,68
Sallyanne,F,100,68,0,68
Samanthamarie,F,100,68,0,68
Santez,M,100,0,68,68
Satia,F,100,68,0,68
Sayana,F,100,68,0,68
Scharlene,F,100,68,0,68
Seleen,F,100,68,0,68
Shaylinn,F,100,68,0,68
Sherisa,F,100,68,0,68
Shikara,F,100,68,0,68
Shirlette,F,100,68,0,68
Shirrell,F,100,68,0,68
Suede,M,100,0,68,68
Sukaina,F,100,68,0,68
Suly,F,100,68,0,68
Sya,F,100,68,0,68
Taneah,F,100,68,0,68
Tanisia,F,100,68,0,68
Tanzie,F,100,68,0,68
Tatijana,F,100,68,0,68
Tejuan,M,100,0,68,68
Tequia,F,100,68,0,68
Terique,M,100,0,68,68
Thatiana,F,100,68,0,68
Tiarrah,F,100,68,0,68
Tishina,F,100,68,0,68
Tocara,F,100,68,0,68
Tomoya,M,100,0,68,68
Tonye,F,100,68,0,68
Travante,M,100,0,68,68
Trigo,M,100,0,68,68
Tura,F,100,68,0,68
Verenis,F,100,68,0,68
Xandrea,F,100,68,0,68
Xinyi,F,100,68,0,68
Yameli,F,100,68,0,68
Yamna,F,100,68,0,68
Yanice,F,100,68,0,68
Yanissa,F,100,68,0,68
Yedidya,M,100,0,68,68
Yeilyn,F,100,68,0,68
Zabella,F,100,68,0,68
Zalyn,M,91,6,62,68
Zhamir,M,100,0,68,68
Zoii,F,100,68,0,68
Aanchal,F,100,67,0,67
Adilynne,F,100,67,0,67
Ahmarion,M,100,0,67,67
Ahmira,F,100,67,0,67
Ajiah,F,100,67,0,67
Alajia,F,100,67,0,67
Alaysiah,F,100,67,0,67
Aleza,F,100,67,0,67
Almarie,F,100,67,0,67
Aloria,F,100,67,0,67
Alveta,F,100,67,0,67
Alyannah,F,100,67,0,67
Anastazja,F,100,67,0,67
Aneeka,F,100,67,0,67
Anie,F,100,67,0,67
Aniken,M,100,0,67,67
Aquita,F,100,67,0,67
Arad,M,100,0,67,67
Areliz,F,100,67,0,67
Aritha,F,100,67,0,67
Arnesia,F,100,67,0,67
Arraya,F,100,67,0,67
Arshi,F,100,67,0,67
Ashleyanne,F,100,67,0,67
Ashni,F,100,67,0,67
Asti,F,100,67,0,67
Atiyana,F,100,67,0,67
Augusten,M,100,0,67,67
Aurther,M,100,0,67,67
Ayauna,F,100,67,0,67
Ayaz,M,100,0,67,67
Barbee,F,100,67,0,67
Bindu,F,100,67,0,67
Bonniejean,F,100,67,0,67
Brandley,M,100,0,67,67
Brayah,F,100,67,0,67
Breshae,F,100,67,0,67
Briggett,F,100,67,0,67
Briteny,F,100,67,0,67
Carsin,M,100,0,67,67
Cartel,M,100,0,67,67
Cela,F,100,67,0,67
Cesiah,F,100,67,0,67
Chanoch,M,100,0,67,67
Charlot,F,100,67,0,67
Chelcea,F,100,67,0,67
Chevella,F,100,67,0,67
Chevie,F,75,50,17,67
Chisum,M,100,0,67,67
Cleave,M,100,0,67,67
Corabelle,F,100,67,0,67
Curly,M,100,0,67,67
Dainelle,F,100,67,0,67
Dajane,F,100,67,0,67
Danaija,F,100,67,0,67
Danaly,F,100,67,0,67
Danaye,F,100,67,0,67
Darika,F,100,67,0,67
Darivs,M,100,0,67,67
Davonda,F,100,67,0,67
Deannie,F,100,67,0,67
Demaree,M,84,11,56,67
Denaisha,F,100,67,0,67
Denaly,F,100,67,0,67
Dequane,M,100,0,67,67
Derran,M,100,0,67,67
Disaya,F,100,67,0,67
Doua,M,58,28,39,67
Duvall,M,100,0,67,67
Edu,M,100,0,67,67
Eean,M,100,0,67,67
Eline,F,100,67,0,67
Elishua,M,100,0,67,67
Elizardo,M,100,0,67,67
Emaley,F,100,67,0,67
Emilene,F,100,67,0,67
Eryc,M,100,0,67,67
Eurydice,F,100,67,0,67
Everlene,F,100,67,0,67
Fabiano,M,100,0,67,67
Finnean,M,100,0,67,67
Gabreille,F,100,67,0,67
Graeden,M,100,0,67,67
Granite,M,100,0,67,67
Haidan,M,91,6,61,67
Hanny,F,100,67,0,67
Horst,M,100,0,67,67
Ilma,F,100,67,0,67
Inigo,M,100,0,67,67
Izaha,M,100,0,67,67
Jagar,M,100,0,67,67
Jahleah,F,100,67,0,67
Jaimya,F,100,67,0,67
Jamaiyah,F,100,67,0,67
Jamespaul,M,100,0,67,67
Jaquaya,F,100,67,0,67
Jasnoor,F,93,62,5,67
Javana,F,100,67,0,67
Jayesh,M,100,0,67,67
Jaymarion,M,100,0,67,67
Jazen,M,100,0,67,67
Jazia,F,100,67,0,67
Jerae,F,91,61,6,67
Jereld,M,100,0,67,67
Jlon,M,100,0,67,67
Jocilynn,F,100,67,0,67
Josephanthony,M,100,0,67,67
Junah,M,91,6,61,67
Jymir,M,100,0,67,67
Kainat,F,100,67,0,67
Kaisei,M,100,0,67,67
Kalep,M,100,0,67,67
Kamylle,F,100,67,0,67
Karandeep,M,100,0,67,67
Katira,F,100,67,0,67
Katniss,F,100,67,0,67
Kattia,F,100,67,0,67
Keaja,F,100,67,0,67
Keaunna,F,100,67,0,67
Keondrick,M,100,0,67,67
Kessie,F,100,67,0,67
Keyetta,F,100,67,0,67
Khalidah,F,100,67,0,67
Khalis,F,78,52,15,67
Koehn,M,100,0,67,67
Kosei,M,100,0,67,67
Kynesha,F,100,67,0,67
Lafrance,F,67,45,22,67
Lakely,F,100,67,0,67
Lash,M,100,0,67,67
Likisha,F,100,67,0,67
Lincon,M,100,0,67,67
Liona,F,100,67,0,67
Lorae,F,100,67,0,67
Loreley,F,100,67,0,67
Lynniah,F,100,67,0,67
Maddoxx,M,100,0,67,67
Malva,F,100,67,0,67
Marceil,F,100,67,0,67
Margrette,F,100,67,0,67
Marionette,F,100,67,0,67
Marjo,F,100,67,0,67
Marticia,F,100,67,0,67
Matheau,M,100,0,67,67
Maysin,M,93,5,62,67
Micajah,M,100,0,67,67
Miken,M,100,0,67,67
Mikias,M,100,0,67,67
Milam,M,100,0,67,67
Miu,F,100,67,0,67
Mixtli,F,100,67,0,67
Naif,M,100,0,67,67
Nakenya,F,100,67,0,67
Neasia,F,100,67,0,67
Nikiesha,F,100,67,0,67
Nikitas,M,100,0,67,67
Nimesh,M,100,0,67,67
Nolah,F,100,67,0,67
Nyair,M,100,0,67,67
Ohanna,F,100,67,0,67
Orvis,M,100,0,67,67
Oseph,M,100,0,67,67
Oyindamola,F,93,62,5,67
Patt,F,85,57,10,67
Pranit,M,100,0,67,67
Puanani,F,100,67,0,67
Quadry,M,100,0,67,67
Rabecka,F,100,67,0,67
Raechell,F,100,67,0,67
Raequon,M,100,0,67,67
Ranessa,F,100,67,0,67
Reason,M,85,10,57,67
Rjay,M,100,0,67,67
Rollen,M,100,0,67,67
Roniqua,F,100,67,0,67
Rosamary,F,100,67,0,67
Roselani,F,100,67,0,67
Ryna,F,70,47,20,67
Saurabh,M,100,0,67,67
Saveah,F,100,67,0,67
Savera,F,100,67,0,67
Seiya,M,100,0,67,67
Shaida,F,100,67,0,67
Shammond,M,100,0,67,67
Shaolin,F,93,62,5,67
Shaylynne,F,100,67,0,67
Shereda,F,100,67,0,67
Sherlon,F,100,67,0,67
Shihab,M,100,0,67,67
Shiryl,F,100,67,0,67
Siddh,M,100,0,67,67
Siris,M,100,0,67,67
Slevin,M,100,0,67,67
Steadman,M,100,0,67,67
Strummer,M,100,0,67,67
Surafel,M,100,0,67,67
Taiana,F,100,67,0,67
Talayeh,F,100,67,0,67
Talaysha,F,100,67,0,67
Tamecca,F,100,67,0,67
Tekelia,F,100,67,0,67
Tenelle,F,100,67,0,67
Tiann,F,100,67,0,67
Tiffnay,F,100,67,0,67
Tihanna,F,100,67,0,67
Timmya,F,100,67,0,67
Toniette,F,100,67,0,67
Torii,F,75,50,17,67
Tramane,M,100,0,67,67
Tramond,M,100,0,67,67
Trasean,M,100,0,67,67
Tyshana,F,100,67,0,67
Vasiliy,M,100,0,67,67
Vence,M,100,0,67,67
Vickee,F,100,67,0,67
Villa,F,100,67,0,67
Vivyan,F,100,67,0,67
Yaresly,F,100,67,0,67
Yarianna,F,100,67,0,67
Yariela,F,100,67,0,67
Yarisa,F,100,67,0,67
Yeila,F,100,67,0,67
Yerania,F,100,67,0,67
Zaidy,F,100,67,0,67
